transaction_id,user_id,txn_date,txn_time,merchant_name,merchant_gstin,merchant_category,payment_mode,txn_amount,avg_monthly_amount,txn_location,state,is_business_account,gst_applicable,gst_rate,it_section,income_type,weekday,hour_of_day,previous_txn_gap_minutes,merchant_txn_frequency,monthly_total_amount,account_balance_after_txn,deviation_from_avg,anomaly_label
TXN202501160,U427,2025-02-03,10:39:18,Salary Store 251,55HKKZN4134H1ZU,Salary,Cash,6202.29,10536.12,City75,Kerala,False,False,0.0,10A,Salary,Monday,10,54,2,150091.67,857947.95,-4333.830000000001,0
TXN202501161,U352,2025-02-03,02:21:29,Insurance Store 181,61UJTHE4541H1ZC,Insurance,UPI,131660.74,28736.81,City30,Kerala,True,True,18.0,10A,Business,Monday,2,33,11,293070.33,265377.41,102923.93,1
TXN202501162,U117,2025-03-26,20:48:28,Groceries Store 477,91VILYK6143C1ZU,Groceries,NetBanking,55350.95,19105.47,City67,West Bengal,False,True,18.0,10A,Business,Wednesday,20,103,13,21630.39,195042.13,36245.479999999996,0
TXN202501163,U128,2025-01-02,07:22:01,Insurance Store 58,75KKCIM6561C1ZI,Insurance,Cash,330285.37,95100.41,City97,Rajasthan,False,True,18.0,80D,Salary,Thursday,7,46,50,323479.97,698344.57,235184.96,1
TXN202501164,U579,2025-03-22,09:51:13,Electronics Store 462,20AMMWS9032K1ZG,Electronics,NetBanking,61571.01,24922.09,City27,Rajasthan,False,True,18.0,24B,Salary,Saturday,9,80,42,59620.76,503785.15,36648.92,0
TXN202501165,U241,2025-07-10,19:15:06,Banking Store 141,38TXCYQ1448K1ZW,Banking,UPI,282400.02,92516.5,City17,Karnataka,True,True,18.0,10A,Business,Thursday,19,45,28,161946.03,50026.01,189883.52000000002,1
TXN202501166,U594,2025-07-12,09:29:53,Utilities Store 406,99ERMYF2164L1ZT,Utilities,UPI,30049.2,38558.73,City98,Gujarat,True,True,18.0,80D,CapitalGain,Saturday,9,22,46,61967.02,470310.59,-8509.530000000002,0
TXN202501167,U463,2025-02-21,15:03:06,Utilities Store 122,86GYAVU4105D1ZN,Utilities,Cash,440479.48,99993.61,City93,Kerala,False,True,18.0,80C,CapitalGain,Friday,15,25,10,70195.32,332760.95,340485.87,1
TXN202501168,U296,2025-08-12,05:28:15,Utilities Store 269,54MFKBL1457B1ZC,Utilities,CreditCard,58988.51,26972.69,City67,Kerala,True,True,18.0,80D,CapitalGain,Tuesday,5,38,34,228088.05,2383.1,32015.820000000003,1
TXN202501169,U182,2025-01-26,17:02:15,Travel Store 34,49DTFQL2519I1ZE,Travel,NetBanking,151918.37,44794.09,City95,Rajasthan,False,True,18.0,80C,Business,Sunday,17,35,32,404567.81,85124.29,107124.28,1
TXN202501170,U404,2025-03-19,17:14:12,Entertainment Store 19,94SSJYO8297I1ZD,Entertainment,CreditCard,46546.6,14621.76,City56,Karnataka,True,True,18.0,24B,CapitalGain,Wednesday,17,85,46,402935.94,472896.3,31924.839999999997,1
TXN202501171,U537,2025-09-28,02:07:59,Travel Store 392,31BLRAM1182F1ZT,Travel,UPI,7077.05,1979.4,City6,Karnataka,False,True,18.0,80D,Salary,Sunday,2,60,29,262163.13,966067.76,5097.65,1
TXN202501172,U283,2025-05-03,12:09:47,Entertainment Store 261,87TGOVZ9582D1ZF,Entertainment,UPI,128086.33,31604.25,City81,Delhi,False,True,18.0,80C,Business,Saturday,12,113,7,110370.07,185850.05,96482.08,1
TXN202501173,U198,2025-08-14,01:40:37,Food Store 177,57WJTHU1022K1ZN,Food,Cash,98508.87,49350.81,City15,Maharashtra,True,True,18.0,80C,CapitalGain,Thursday,1,98,30,65938.32,309292.07,49158.06,1
TXN202501174,U166,2025-05-18,09:00:39,Groceries Store 216,77KPNCU6970R1ZT,Groceries,Cash,63369.12,17024.48,City56,Rajasthan,True,True,18.0,80D,Business,Sunday,9,9,11,405301.34,215419.18,46344.64,1
TXN202501175,U340,2025-02-03,23:15:14,Insurance Store 95,18ZHGIA2426V1ZG,Insurance,UPI,56614.94,11444.14,City35,Kerala,True,True,18.0,80D,CapitalGain,Monday,23,111,4,33378.84,560696.75,45170.8,1
TXN202501176,U538,2025-01-13,19:06:13,Rent Store 435,75RXBDC3159C1ZD,Rent,CreditCard,21874.8,35052.53,City94,Gujarat,True,False,0.0,24B,Salary,Monday,19,25,24,49654.45,542636.55,-13177.73,0
TXN202501177,U223,2025-01-15,15:07:08,Entertainment Store 226,56SJEYJ4461B1ZN,Entertainment,UPI,136914.79,51832.46,City20,Gujarat,False,True,18.0,80D,Salary,Wednesday,15,117,40,147135.08,73736.26,85082.33000000002,0
TXN202501178,U340,2025-08-12,00:04:46,Banking Store 177,60SGWUA1162R1ZC,Banking,NetBanking,297996.5,62596.1,City84,Maharashtra,True,True,18.0,24B,CapitalGain,Tuesday,0,59,42,138893.16,111204.23,235400.4,1
TXN202501179,U404,2025-04-21,08:52:23,Rent Store 5,55TQVRL3584T1ZK,Rent,Cash,94728.01,59464.16,City23,West Bengal,False,False,0.0,80D,Salary,Monday,8,71,10,335948.32,807620.84,35263.84999999999,0
TXN202501180,U592,2025-02-08,20:17:47,Banking Store 97,89YMUXT8350L1ZR,Banking,NetBanking,356829.72,89669.77,City84,Gujarat,False,True,18.0,80D,Business,Saturday,20,16,26,133856.53,524416.21,267159.94999999995,1
TXN202501181,U563,2025-08-01,10:32:38,Insurance Store 172,91PZGRY5600P1ZQ,Insurance,NetBanking,404272.7,82316.15,City100,West Bengal,True,True,18.0,80C,Salary,Friday,10,118,27,273050.06,916248.73,321956.55000000005,1
TXN202501182,U415,2025-04-19,18:35:26,Banking Store 452,43UBZUR5811U1ZI,Banking,NetBanking,388509.16,92905.92,City61,Gujarat,False,True,18.0,80C,Salary,Saturday,18,2,20,321558.39,315230.09,295603.24,1
TXN202501183,U192,2025-07-19,12:05:08,Travel Store 12,59QTKUW1550H1ZU,Travel,Cash,19854.11,68347.79,City52,Delhi,True,True,18.0,80D,Salary,Saturday,12,77,11,422899.63,752554.3,-48493.67999999999,0
TXN202501184,U489,2025-02-06,15:26:10,Entertainment Store 341,48ZIRCT3000J1ZS,Entertainment,UPI,191118.58,86061.15,City83,Kerala,True,True,18.0,10A,CapitalGain,Thursday,15,29,5,418692.53,680181.34,105057.43,0
TXN202501185,U463,2025-01-27,06:33:13,Food Store 154,67GVRDI6181E1ZZ,Food,UPI,43412.16,20704.71,City4,Rajasthan,True,True,18.0,80D,Salary,Monday,6,98,37,147832.18,930176.18,22707.450000000004,0
TXN202501186,U448,2025-07-26,23:28:57,Food Store 366,70PWHPK2460Y1ZC,Food,NetBanking,176545.68,38109.05,City47,Kerala,False,True,18.0,80C,CapitalGain,Saturday,23,108,9,27860.01,850182.61,138436.63,1
TXN202501187,U468,2025-05-18,13:16:20,Travel Store 69,78EVCKM5171J1ZB,Travel,CreditCard,36144.67,62255.91,City67,Delhi,False,True,18.0,80C,Business,Sunday,13,60,39,440635.85,134622.69,-26111.240000000005,0
TXN202501188,U430,2025-03-14,20:13:51,Rent Store 34,34MCWQU3786U1ZQ,Rent,NetBanking,187275.15,41290.72,City27,Kerala,True,False,0.0,80C,Business,Friday,20,84,49,441700.9,449328.13,145984.43,1
TXN202501189,U222,2025-09-20,02:58:20,Banking Store 98,75OCGZE9028R1ZD,Banking,NetBanking,106729.89,52576.73,City66,Kerala,False,True,18.0,80D,Salary,Saturday,2,56,48,435684.57,230064.82,54153.159999999996,1
TXN202501190,U383,2025-07-05,07:30:38,Salary Store 210,47GGSHU8175A1ZX,Salary,NetBanking,44400.09,9937.06,City19,Punjab,False,False,0.0,80D,Business,Saturday,7,70,8,249558.18,839255.82,34463.03,1
TXN202501191,U428,2025-04-09,02:38:39,Groceries Store 265,15PKXYS4594W1ZF,Groceries,NetBanking,42478.07,27383.82,City44,Punjab,True,True,18.0,10A,Salary,Wednesday,2,94,19,396196.18,762336.74,15094.25,1
TXN202501192,U250,2025-04-07,13:30:36,Banking Store 350,35SEIKL4440X1ZN,Banking,CreditCard,15480.69,34314.59,City50,Karnataka,False,True,18.0,80D,Business,Monday,13,63,34,184176.39,17039.36,-18833.899999999994,0
TXN202501193,U240,2025-07-11,11:01:51,Groceries Store 317,31QCNZG7506L1ZU,Groceries,NetBanking,188589.1,87538.53,City53,Punjab,True,True,18.0,80D,Business,Friday,11,98,29,14138.97,947378.83,101050.57,0
TXN202501194,U255,2025-08-30,10:01:11,Groceries Store 8,60UVWSA5944U1ZE,Groceries,Cash,19996.24,92021.43,City1,Punjab,True,True,18.0,24B,Salary,Saturday,10,20,6,70748.39,446714.74,-72025.18999999999,0
TXN202501195,U126,2025-08-02,15:17:48,Food Store 200,85LHKPB4613Y1ZT,Food,NetBanking,95012.58,26958.33,City48,Karnataka,False,True,18.0,80C,CapitalGain,Saturday,15,51,20,368144.1,283743.74,68054.25,1
TXN202501196,U336,2025-03-15,12:25:08,Banking Store 334,44PAVOH1096Z1ZV,Banking,UPI,167417.14,46046.01,City26,Delhi,False,True,18.0,24B,Salary,Saturday,12,6,16,467914.22,85390.38,121371.13,1
TXN202501197,U295,2025-06-12,15:36:59,Banking Store 312,84MHEJA9915G1ZX,Banking,NetBanking,126873.55,54251.92,City2,Tamil Nadu,False,True,18.0,80C,Business,Thursday,15,15,18,421565.5,234809.29,72621.63,0
TXN202501198,U168,2025-07-01,21:40:58,Entertainment Store 365,10NKQWY4151K1ZS,Entertainment,CreditCard,101957.18,48133.32,City85,Kerala,True,True,18.0,80D,CapitalGain,Tuesday,21,99,11,137682.76,425258.43,53823.85999999999,0
TXN202501199,U505,2025-03-06,22:37:17,Groceries Store 226,63MHULF5105I1ZQ,Groceries,Cash,166815.62,79081.37,City67,Rajasthan,True,True,18.0,24B,Salary,Thursday,22,32,28,355142.4,719158.42,87734.25,0
TXN202501200,U251,2025-09-22,22:57:02,Electronics Store 142,30XEBIO5485A1ZQ,Electronics,UPI,62645.08,48336.0,City38,Maharashtra,False,True,18.0,80C,CapitalGain,Monday,22,102,34,469439.76,682802.04,14309.080000000002,0
TXN202501201,U540,2025-08-26,22:41:50,Electronics Store 472,27QXELF1296H1ZP,Electronics,NetBanking,352125.46,98993.62,City61,Delhi,False,True,18.0,10A,CapitalGain,Tuesday,22,32,3,472074.52,707504.87,253131.84000000003,1
TXN202501202,U551,2025-03-13,10:27:38,Utilities Store 66,54MHNZT2655C1ZQ,Utilities,Cash,142214.89,57887.98,City42,West Bengal,True,True,18.0,80D,Business,Thursday,10,5,1,436437.21,37651.66,84326.91,0
TXN202501203,U274,2025-04-30,03:26:04,Banking Store 151,57DQAKJ1198N1ZW,Banking,UPI,88225.41,58525.26,City97,Karnataka,True,True,18.0,10A,Business,Wednesday,3,62,5,235184.39,565548.27,29700.15,1
TXN202501204,U128,2025-01-09,18:45:13,Rent Store 132,16VHKSS3911D1ZB,Rent,Cash,264813.99,84864.26,City16,West Bengal,False,False,0.0,80D,Salary,Thursday,18,59,32,1179.23,164092.31,179949.72999999998,1
TXN202501205,U449,2025-09-11,05:56:52,Entertainment Store 191,49DDTPN1533N1ZW,Entertainment,CreditCard,20781.94,13797.65,City76,West Bengal,False,True,18.0,80C,CapitalGain,Thursday,5,107,2,456993.05,4437.45,6984.289999999999,1
TXN202501206,U198,2025-01-27,09:29:23,Banking Store 65,28VOFMF5070S1ZD,Banking,NetBanking,118044.43,29102.43,City100,Punjab,False,True,18.0,80C,Salary,Monday,9,29,44,410658.93,549988.17,88942.0,1
TXN202501207,U573,2025-08-20,04:46:24,Food Store 378,34OSUEF1219X1ZD,Food,CreditCard,117878.55,47210.08,City8,Karnataka,False,True,18.0,80D,Salary,Wednesday,4,41,13,12338.14,116560.97,70668.47,1
TXN202501208,U494,2025-04-12,18:27:51,Insurance Store 289,38YXSZP4737Z1ZD,Insurance,UPI,33147.93,8590.43,City35,Maharashtra,True,True,18.0,24B,CapitalGain,Saturday,18,49,19,33635.64,285471.14,24557.5,1
TXN202501209,U455,2025-06-06,07:12:22,Banking Store 113,75SQHJI4820K1ZQ,Banking,CreditCard,6779.33,6679.21,City12,Tamil Nadu,True,True,18.0,80C,Business,Friday,7,20,12,348186.88,901929.3,100.11999999999989,0
TXN202501210,U116,2025-08-13,18:57:49,Rent Store 273,96IFLJF9943P1ZQ,Rent,UPI,352736.69,86795.41,City88,Gujarat,True,False,0.0,10A,Salary,Wednesday,18,97,11,77932.35,545866.46,265941.28,1
TXN202501211,U494,2025-07-07,17:35:51,Travel Store 425,65DHYLW4362P1ZE,Travel,UPI,39609.26,94385.89,City10,Punjab,True,True,18.0,80D,Business,Monday,17,64,11,472427.94,249585.44,-54776.63,0
TXN202501212,U507,2025-09-16,01:53:18,Banking Store 293,54XWRXN7621G1ZN,Banking,UPI,355378.53,88054.8,City70,Telangana,False,True,18.0,24B,Business,Tuesday,1,9,34,76765.68,822826.75,267323.73000000004,1
TXN202501213,U470,2025-06-11,04:14:54,Travel Store 429,55LQEUY3287T1ZH,Travel,CreditCard,152993.52,74422.28,City45,West Bengal,True,True,18.0,80D,CapitalGain,Wednesday,4,28,26,461027.99,961360.93,78571.23999999999,1
TXN202501214,U333,2025-03-01,06:09:19,Entertainment Store 397,16FIYXB7038W1ZO,Entertainment,NetBanking,97467.56,34566.53,City96,Tamil Nadu,False,True,18.0,80D,Salary,Saturday,6,23,11,483630.75,783776.21,62901.03,0
TXN202501215,U218,2025-06-24,14:12:55,Groceries Store 7,63HGTEK3621H1ZM,Groceries,NetBanking,96891.87,61943.88,City19,West Bengal,True,True,18.0,24B,Business,Tuesday,14,25,15,92267.94,362241.3,34947.99,0
TXN202501216,U368,2025-03-10,07:58:21,Utilities Store 456,26GVDFX1649S1ZL,Utilities,CreditCard,120191.41,82671.75,City45,West Bengal,True,True,18.0,80D,CapitalGain,Monday,7,108,41,326116.01,881549.91,37519.66,0
TXN202501217,U255,2025-02-13,21:06:15,Travel Store 235,48YKMEW5413B1ZL,Travel,NetBanking,21969.02,34428.4,City4,Karnataka,True,True,18.0,24B,CapitalGain,Thursday,21,66,19,120642.03,482778.69,-12459.380000000001,0
TXN202501218,U284,2025-01-05,17:47:53,Utilities Store 399,77QIJQQ1653E1ZU,Utilities,CreditCard,22116.86,36747.95,City43,Maharashtra,False,True,18.0,80C,Salary,Sunday,17,111,44,333652.66,669000.71,-14631.089999999997,0
TXN202501219,U316,2025-07-30,05:45:23,Groceries Store 335,17TMHVC1902W1ZJ,Groceries,NetBanking,142700.83,41266.74,City13,Karnataka,True,True,18.0,80C,CapitalGain,Wednesday,5,79,40,490276.48,685954.92,101434.09,1
TXN202501220,U446,2025-07-17,11:44:49,Utilities Store 103,96UPTGK4736C1ZK,Utilities,CreditCard,167451.61,53949.37,City99,Karnataka,True,True,18.0,80C,Business,Thursday,11,51,45,430197.31,959146.37,113502.23999999999,1
TXN202501221,U535,2025-01-16,02:52:01,Food Store 260,94JBZMW4942B1ZW,Food,CreditCard,10861.81,29219.04,City96,Telangana,False,True,18.0,80D,Business,Thursday,2,57,50,21585.22,828142.01,-18357.230000000003,1
TXN202501222,U549,2025-01-28,10:02:21,Travel Store 301,21IQWUQ6582R1ZJ,Travel,UPI,258933.42,91898.1,City67,Gujarat,True,True,18.0,24B,Business,Tuesday,10,45,11,70156.59,870262.97,167035.32,0
TXN202501223,U597,2025-06-10,02:34:18,Banking Store 413,87MWKVJ3730E1ZZ,Banking,CreditCard,219529.37,50470.72,City73,Telangana,False,True,18.0,80D,Business,Tuesday,2,95,15,188866.03,256451.22,169058.65,1
TXN202501224,U320,2025-05-10,10:16:26,Entertainment Store 419,15TMUKG4192M1ZV,Entertainment,NetBanking,34002.38,9543.53,City79,Telangana,False,True,18.0,24B,Salary,Saturday,10,98,21,304884.86,234591.81,24458.85,1
TXN202501225,U511,2025-05-30,18:18:23,Insurance Store 279,63YBZFI3328O1ZH,Insurance,CreditCard,108091.63,99459.34,City37,Rajasthan,False,True,18.0,80D,CapitalGain,Friday,18,111,37,454141.29,70533.19,8632.290000000008,0
TXN202501226,U517,2025-03-01,08:43:38,Insurance Store 7,16KWZAE7568U1ZP,Insurance,Cash,11954.86,13691.25,City81,Rajasthan,True,True,18.0,24B,CapitalGain,Saturday,8,78,38,8782.77,782240.29,-1736.3899999999994,0
TXN202501227,U447,2025-09-16,19:21:53,Insurance Store 19,49JILWE6443A1ZA,Insurance,UPI,1416.79,794.45,City48,Delhi,True,True,18.0,80C,CapitalGain,Tuesday,19,71,12,71713.13,188283.94,622.3399999999999,0
TXN202501228,U521,2025-04-02,10:16:44,Banking Store 361,58SKCCK3894H1ZV,Banking,UPI,238384.49,75936.27,City37,Karnataka,True,True,18.0,80D,Salary,Wednesday,10,110,27,53321.09,977075.99,162448.21999999997,1
TXN202501229,U437,2025-05-06,02:31:32,Utilities Store 209,64LSSDR3980T1ZT,Utilities,NetBanking,98735.91,26699.33,City47,Gujarat,False,True,18.0,24B,Salary,Tuesday,2,23,45,441192.07,134844.26,72036.58,1
TXN202501230,U470,2025-03-18,21:56:35,Rent Store 232,83CKSQL5406D1ZS,Rent,CreditCard,383801.53,95934.21,City75,Punjab,True,False,0.0,80C,Salary,Tuesday,21,47,48,203460.28,458811.1,287867.32,1
TXN202501231,U454,2025-06-03,15:48:58,Utilities Store 411,46DIPFC4211Z1ZD,Utilities,CreditCard,23932.22,88918.81,City10,Delhi,False,True,18.0,80D,CapitalGain,Tuesday,15,102,29,338650.42,995077.19,-64986.59,0
TXN202501232,U376,2025-01-10,07:09:58,Electronics Store 63,60GZVKF7776S1ZH,Electronics,NetBanking,237029.97,60838.57,City2,Delhi,False,True,18.0,10A,Business,Friday,7,19,25,82369.73,476685.11,176191.4,1
TXN202501233,U355,2025-04-23,00:03:59,Electronics Store 49,17UMSCQ5466I1ZH,Electronics,CreditCard,63103.18,15344.95,City83,Tamil Nadu,True,True,18.0,10A,CapitalGain,Wednesday,0,109,40,370219.56,330034.36,47758.229999999996,1
TXN202501234,U553,2025-07-10,05:58:12,Travel Store 109,35SUALV5752P1ZS,Travel,UPI,51138.81,36080.03,City15,Maharashtra,False,True,18.0,24B,Salary,Thursday,5,34,19,448505.91,900977.91,15058.779999999999,1
TXN202501235,U180,2025-09-02,04:35:19,Salary Store 44,23OBUKJ7493R1ZG,Salary,CreditCard,42503.54,45548.53,City31,Delhi,False,False,0.0,80C,CapitalGain,Tuesday,4,3,12,418312.22,513727.96,-3044.989999999998,1
TXN202501236,U252,2025-02-08,09:07:23,Electronics Store 135,99UDUTL9316G1ZR,Electronics,CreditCard,169754.01,88888.13,City13,Rajasthan,False,True,18.0,24B,Salary,Saturday,9,93,42,416877.64,395238.48,80865.88,0
TXN202501237,U182,2025-05-29,02:23:50,Groceries Store 199,66BIPYR3565B1ZI,Groceries,NetBanking,422.53,975.09,City34,West Bengal,True,True,18.0,80D,Salary,Thursday,2,75,26,280068.6,118039.96,-552.5600000000001,1
TXN202501238,U368,2025-09-06,04:54:49,Utilities Store 137,19TXIBW5023H1ZC,Utilities,Cash,136177.55,62841.91,City100,Delhi,False,True,18.0,24B,Salary,Saturday,4,40,45,41271.56,415017.61,73335.63999999998,1
TXN202501239,U177,2025-07-18,15:11:03,Insurance Store 224,63RLRUR7876P1ZY,Insurance,NetBanking,410850.42,84550.16,City51,Rajasthan,False,True,18.0,80D,Business,Friday,15,54,3,137257.16,493977.08,326300.26,1
TXN202501240,U346,2025-08-02,08:24:54,Groceries Store 305,50VYKIT8734G1ZG,Groceries,CreditCard,22781.9,60320.25,City77,Tamil Nadu,False,True,18.0,10A,CapitalGain,Saturday,8,86,18,158614.44,748637.43,-37538.35,0
TXN202501241,U571,2025-02-28,02:55:38,Entertainment Store 137,88VHYMP4951C1ZN,Entertainment,Cash,136227.74,46087.14,City87,Karnataka,True,True,18.0,80C,CapitalGain,Friday,2,45,22,217738.0,227856.07,90140.59999999999,1
TXN202501242,U122,2025-07-05,06:45:45,Salary Store 318,12VYDZW5306Z1ZA,Salary,NetBanking,9527.64,13797.17,City62,Punjab,True,False,0.0,80C,Business,Saturday,6,6,33,326421.71,994027.66,-4269.530000000001,0
TXN202501243,U335,2025-05-06,11:33:41,Electronics Store 114,64GICAB6287V1ZG,Electronics,NetBanking,64684.16,46863.33,City50,Punjab,False,True,18.0,24B,CapitalGain,Tuesday,11,58,16,215297.26,163455.21,17820.83,0
TXN202501244,U232,2025-01-25,12:41:50,Rent Store 52,42VYAHZ4636V1ZG,Rent,NetBanking,126772.11,48856.37,City4,Maharashtra,True,False,0.0,80D,Business,Saturday,12,92,39,179063.25,121292.6,77915.73999999999,0
TXN202501245,U339,2025-01-20,04:25:12,Insurance Store 257,16BXIWR2991N1ZA,Insurance,NetBanking,133475.92,63226.94,City80,Delhi,False,True,18.0,24B,CapitalGain,Monday,4,13,16,155625.48,553916.29,70248.98000000001,1
TXN202501246,U159,2025-02-01,08:49:44,Banking Store 244,13QSRGP2445H1ZY,Banking,Cash,166994.41,91561.77,City63,Kerala,False,True,18.0,80D,CapitalGain,Saturday,8,29,29,286993.81,899655.47,75432.64,0
TXN202501247,U150,2025-01-04,17:27:15,Travel Store 496,58NFSRO7130K1ZY,Travel,NetBanking,87624.56,29974.08,City19,Tamil Nadu,False,True,18.0,24B,Salary,Saturday,17,75,1,53780.73,871799.51,57650.479999999996,0
TXN202501248,U211,2025-01-20,20:31:51,Groceries Store 251,55QYPHK1095W1ZB,Groceries,CreditCard,57352.86,71478.98,City17,Rajasthan,True,True,18.0,10A,Business,Monday,20,110,37,122806.47,821958.98,-14126.119999999995,0
TXN202501249,U251,2025-04-23,00:37:14,Entertainment Store 407,71ZTHQD3870C1ZI,Entertainment,CreditCard,225064.73,56584.18,City56,Kerala,True,True,18.0,80C,CapitalGain,Wednesday,0,37,28,412046.46,370770.37,168480.55000000002,1
TXN202501250,U240,2025-08-28,23:52:05,Rent Store 363,39LMZBW4301K1ZG,Rent,CreditCard,15060.97,34742.36,City100,West Bengal,False,False,0.0,80C,Business,Thursday,23,97,13,442843.5,143391.35,-19681.39,0
TXN202501251,U114,2025-01-16,18:53:19,Entertainment Store 488,61NRUBG4996I1ZB,Entertainment,UPI,312040.91,72163.68,City45,Gujarat,False,True,18.0,10A,Business,Thursday,18,88,36,499543.89,746971.35,239877.22999999998,1
TXN202501252,U569,2025-04-11,15:58:59,Rent Store 277,75SZLFM8249B1ZD,Rent,CreditCard,11906.1,10922.78,City41,Tamil Nadu,True,False,0.0,80D,CapitalGain,Friday,15,52,2,2694.99,920054.43,983.3199999999997,0
TXN202501253,U187,2025-03-16,22:57:10,Entertainment Store 169,41FZUZI1741D1ZP,Entertainment,NetBanking,19475.33,52448.37,City12,Punjab,False,True,18.0,80D,Business,Sunday,22,103,17,135524.43,958815.51,-32973.04,0
TXN202501254,U320,2025-06-10,17:53:10,Salary Store 438,64ZJBCD5560R1ZH,Salary,NetBanking,62357.59,29044.11,City65,Tamil Nadu,True,False,0.0,80C,CapitalGain,Tuesday,17,9,23,243906.48,114697.55,33313.479999999996,0
TXN202501255,U342,2025-09-20,09:45:01,Food Store 475,81PHHDY8819Z1ZP,Food,Cash,49339.62,63151.15,City52,Kerala,True,True,18.0,80C,Salary,Saturday,9,61,42,394093.0,848123.37,-13811.529999999999,0
TXN202501256,U336,2025-05-14,20:36:43,Entertainment Store 463,10FLKYD7131M1ZY,Entertainment,CreditCard,187655.69,38903.03,City27,Karnataka,False,True,18.0,80C,Salary,Wednesday,20,7,32,171117.55,305342.76,148752.66,1
TXN202501257,U508,2025-03-22,12:10:39,Travel Store 453,59RVKBC2668M1ZN,Travel,CreditCard,41788.42,9088.32,City19,Delhi,False,True,18.0,80C,CapitalGain,Saturday,12,35,50,194847.16,116922.7,32700.1,1
TXN202501258,U290,2025-05-09,21:32:37,Insurance Store 418,40OMEAY6063H1ZL,Insurance,Cash,106765.55,45372.68,City95,Punjab,True,True,18.0,80C,CapitalGain,Friday,21,30,1,105412.36,140345.58,61392.87,0
TXN202501259,U465,2025-01-30,17:41:31,Salary Store 28,46MPFLM5299S1ZF,Salary,UPI,174914.7,54354.51,City84,Karnataka,False,False,0.0,10A,Salary,Thursday,17,73,47,202275.08,508206.37,120560.19,1
TXN202501260,U440,2025-07-26,06:01:16,Food Store 127,99JXGBE1365M1ZR,Food,Cash,264949.6,62381.29,City14,Gujarat,True,True,18.0,80D,Salary,Saturday,6,53,40,64681.36,46828.19,202568.30999999997,1
TXN202501261,U265,2025-02-28,12:11:42,Rent Store 373,35KFZHU2462A1ZX,Rent,CreditCard,48206.94,49490.54,City63,Telangana,False,False,0.0,80D,CapitalGain,Friday,12,1,7,125694.79,162649.83,-1283.5999999999985,1
TXN202501262,U161,2025-07-13,21:47:54,Salary Store 35,17HUVPZ8407X1ZP,Salary,NetBanking,313625.45,90587.6,City81,Kerala,False,False,0.0,80C,Business,Sunday,21,30,10,464630.44,331789.34,223037.85,1
TXN202501263,U371,2025-03-20,14:56:03,Rent Store 152,14SSVQX5639Z1ZW,Rent,UPI,90191.23,19894.72,City15,Delhi,False,False,0.0,10A,CapitalGain,Thursday,14,101,18,63011.08,900976.28,70296.51,1
TXN202501264,U170,2025-04-28,02:55:47,Groceries Store 413,92GPNVL5439B1ZU,Groceries,CreditCard,152515.83,38797.8,City92,Delhi,False,True,18.0,80D,Salary,Monday,2,83,28,54936.72,185355.97,113718.02999999998,1
TXN202501265,U170,2025-06-20,23:58:42,Banking Store 485,47DMHGA8713N1ZI,Banking,Cash,95844.12,41197.96,City8,Gujarat,False,True,18.0,10A,CapitalGain,Friday,23,48,18,242804.64,945111.39,54646.159999999996,0
TXN202501266,U179,2025-02-20,17:37:07,Electronics Store 78,89XOCZW2360L1ZT,Electronics,CreditCard,158719.64,39691.94,City57,Telangana,True,True,18.0,10A,Salary,Thursday,17,18,25,394495.87,400551.08,119027.70000000001,1
TXN202501267,U300,2025-02-08,16:01:10,Utilities Store 375,80HSFTY7540A1ZK,Utilities,CreditCard,101658.17,21206.1,City21,West Bengal,False,True,18.0,10A,CapitalGain,Saturday,16,31,26,140742.14,442190.96,80452.07,1
TXN202501268,U318,2025-06-20,17:42:45,Travel Store 61,83KGKAX6686J1ZG,Travel,NetBanking,3478.08,5944.88,City3,Karnataka,False,True,18.0,80C,CapitalGain,Friday,17,51,18,227180.07,897020.76,-2466.8,0
TXN202501269,U388,2025-05-25,13:09:32,Electronics Store 25,37IMOVS9538F1ZX,Electronics,Cash,17365.09,65605.32,City19,Maharashtra,False,True,18.0,24B,CapitalGain,Sunday,13,115,2,303151.01,198399.31,-48240.23000000001,0
TXN202501270,U591,2025-01-11,08:07:47,Electronics Store 376,32WEUNI8516V1ZN,Electronics,NetBanking,10453.03,6911.32,City8,Gujarat,True,True,18.0,80C,CapitalGain,Saturday,8,105,45,477008.15,541426.09,3541.710000000001,0
TXN202501271,U597,2025-01-31,19:23:03,Travel Store 186,31GTLDK2618G1ZJ,Travel,Cash,98188.63,23681.63,City22,Kerala,False,True,18.0,80C,Business,Friday,19,53,22,383032.95,145330.34,74507.0,1
TXN202501272,U256,2025-02-26,04:32:25,Entertainment Store 127,11YCDQP4052X1ZS,Entertainment,Cash,87635.78,74789.21,City74,Punjab,False,True,18.0,24B,Business,Wednesday,4,65,43,223947.16,605134.04,12846.569999999992,1
TXN202501273,U455,2025-05-27,10:56:33,Salary Store 371,61CRJOW9660C1ZD,Salary,CreditCard,9792.79,6947.54,City68,Karnataka,False,False,0.0,80C,Business,Tuesday,10,97,35,322780.62,292672.05,2845.250000000001,0
TXN202501274,U394,2025-05-31,17:01:29,Utilities Store 304,74XETHS6899L1ZU,Utilities,NetBanking,179248.66,41149.05,City12,Delhi,True,True,18.0,10A,Salary,Saturday,17,48,11,306253.31,19814.72,138099.61,1
