total_income,salary_income,business_income,capital_gains,standard_deduction,hra_exemption,section_80c,section_80d,total_deductions,taxable_income,fiscal_year,true_tax
61595.64,54620.15,0.0,6975.49,50000,21848.06,107577.22,0.0,179425.28,0.0,2024,0.0
109617.65,62580.57,47037.09,0.0,50000,25032.23,15782.93,0.0,90815.16,18802.49,2023,0.0
82034.0,46673.03,35360.98,0.0,50000,18669.21,0.0,0.0,68669.21,13364.79,2024,0.0
60930.71,60930.71,0.0,0.0,50000,24372.28,143253.44,0.0,217625.72,0.0,2022,0.0
35356.78,35356.78,0.0,0.0,50000,14142.71,68319.84,0.0,132462.55,0.0,2024,0.0
61492.42,42099.56,10363.88,9028.98,50000,16839.83,101619.5,0.0,168459.33,0.0,2022,0.0
222001.09,222001.09,0.0,0.0,50000,88800.43,79507.85,6166.41,224474.7,0.0,2024,0.0
34566.07,34566.07,0.0,0.0,50000,13826.43,0.0,16218.38,80044.8,0.0,2022,0.0
180400.95,180400.95,0.0,0.0,50000,72160.38,49429.56,21423.75,193013.69,0.0,2022,0.0
79295.16,79295.16,0.0,0.0,50000,31718.06,78406.42,10343.32,170467.8,0.0,2024,0.0
30505.5,30505.5,0.0,0.0,50000,12202.2,29873.53,9638.81,101714.55,0.0,2023,0.0
71780.59,71780.59,0.0,0.0,50000,28712.23,39341.15,3922.57,121975.95,0.0,2023,0.0
17252.3,17252.3,0.0,0.0,50000,6900.92,11329.99,0.0,68230.91,0.0,2023,0.0
207510.44,202342.57,1012.15,4155.72,50000,80937.03,0.0,14881.92,145818.95,61691.49,2022,0.0
96266.51,61876.77,34389.74,0.0,50000,24750.71,48044.81,0.0,122795.52,0.0,2024,0.0
72252.78,66251.38,6001.4,0.0,50000,26500.55,0.0,0.0,76500.55,0.0,2022,0.0
68161.68,54212.82,0.0,13948.87,50000,21685.13,145341.66,0.0,217026.79,0.0,2023,0.0
101250.75,101250.75,0.0,0.0,50000,40500.3,0.0,0.0,90500.3,10750.45,2022,0.0
57993.4,57993.4,0.0,0.0,50000,23197.36,107204.41,0.0,180401.77,0.0,2023,0.0
26867.34,26867.34,0.0,0.0,50000,10746.94,0.0,3630.63,64377.56,0.0,2023,0.0
52443.19,35587.42,16855.77,0.0,50000,14234.97,12714.92,0.0,76949.89,0.0,2024,0.0
64748.24,64748.24,0.0,0.0,50000,25899.29,131116.37,2271.91,209287.58,0.0,2024,0.0
132500.01,132500.01,0.0,0.0,50000,53000.01,33849.69,19813.49,156663.19,0.0,2022,0.0
139583.45,139583.45,0.0,0.0,50000,55833.38,48915.91,23132.2,177881.49,0.0,2024,0.0
145214.25,145214.25,0.0,0.0,50000,58085.7,120745.03,0.0,228830.73,0.0,2022,0.0
14708.33,14708.33,0.0,0.0,50000,5883.33,111540.38,0.0,167423.71,0.0,2022,0.0
33164.55,12138.44,21026.11,0.0,50000,4855.38,113239.88,0.0,168095.26,0.0,2022,0.0
231496.59,231496.59,0.0,0.0,50000,92598.63,122812.02,16400.03,281810.69,0.0,2024,0.0
214215.03,207531.91,739.45,5943.67,50000,83012.76,55573.72,0.0,188586.48,25628.55,2022,0.0
100370.47,100370.47,0.0,0.0,50000,40148.19,50953.89,0.0,141102.08,0.0,2022,0.0
93415.98,93415.98,0.0,0.0,50000,37366.39,128159.93,0.0,215526.32,0.0,2024,0.0
45953.26,45953.26,0.0,0.0,50000,18381.3,89459.04,20177.68,178018.02,0.0,2022,0.0
15490.64,15490.64,0.0,0.0,50000,6196.26,0.0,2168.72,58364.97,0.0,2022,0.0
79976.58,75566.76,4409.82,0.0,50000,30226.7,108820.23,10159.16,199206.09,0.0,2023,0.0
42021.88,25370.38,16651.5,0.0,50000,10148.15,61802.66,16644.13,138594.94,0.0,2023,0.0
360173.78,357380.06,2793.72,0.0,50000,100000.0,34010.13,0.0,184010.13,176163.64,2024,0.0
74187.39,74187.39,0.0,0.0,50000,29674.95,0.0,0.0,79674.95,0.0,2023,0.0
116288.01,114991.34,1296.66,0.0,50000,45996.54,44426.51,0.0,140423.05,0.0,2022,0.0
42005.56,42005.56,0.0,0.0,50000,16802.22,139895.95,19817.31,226515.49,0.0,2023,0.0
148042.44,143441.91,4198.63,401.9,50000,57376.76,79136.94,0.0,186513.71,0.0,2022,0.0
581118.0,581118.0,0.0,0.0,50000,100000.0,31168.57,0.0,181168.57,399949.43,2023,8109.9
102926.13,102926.13,0.0,0.0,50000,41170.45,0.0,0.0,91170.45,11755.68,2022,0.0
36896.61,36896.61,0.0,0.0,50000,14758.64,45415.14,20449.09,130622.87,0.0,2022,0.0
32221.34,29187.2,3034.13,0.0,50000,11674.88,65800.17,3261.29,130736.33,0.0,2022,0.0
114507.77,114507.77,0.0,0.0,50000,45803.11,0.0,0.0,95803.11,18704.66,2023,0.0
40968.75,40659.26,0.0,309.49,50000,16263.7,0.0,4024.61,70288.31,0.0,2022,0.0
142537.24,142537.24,0.0,0.0,50000,57014.9,11111.24,0.0,118126.13,24411.11,2022,0.0
37625.89,37625.89,0.0,0.0,50000,15050.36,144433.75,4438.95,213923.05,0.0,2023,0.0
36751.01,32293.05,4457.96,0.0,50000,12917.22,0.0,0.0,62917.22,0.0,2022,0.0
110928.57,110928.57,0.0,0.0,50000,44371.43,64474.69,18419.86,177265.98,0.0,2023,0.0
108373.36,58696.41,49676.95,0.0,50000,23478.56,60004.45,0.0,133483.01,0.0,2023,0.0
82980.88,82980.88,0.0,0.0,50000,33192.35,59771.81,11684.68,154648.85,0.0,2022,0.0
50006.67,44539.72,5466.95,0.0,50000,17815.89,54784.19,0.0,122600.08,0.0,2022,0.0
91067.85,91067.85,0.0,0.0,50000,36427.14,116099.26,320.54,202846.95,0.0,2022,0.0
209212.57,189746.5,19466.07,0.0,50000,75898.6,0.0,0.0,125898.6,83313.97,2023,0.0
101592.05,97439.65,4152.41,0.0,50000,38975.86,60750.16,0.0,149726.02,0.0,2023,0.0
52130.99,29512.49,0.0,22618.5,50000,11805.0,145203.33,0.0,207008.32,0.0,2022,0.0
129570.92,129570.92,0.0,0.0,50000,51828.37,0.0,12687.73,114516.09,15054.82,2023,0.0
144819.27,143441.47,1377.8,0.0,50000,57376.59,10786.01,0.0,118162.6,26656.68,2022,0.0
76817.88,76817.88,0.0,0.0,50000,30727.15,39596.33,18320.96,138644.44,0.0,2024,0.0
30233.15,23044.95,0.0,7188.2,50000,9217.98,115085.01,8042.16,182345.15,0.0,2024,0.0
56994.24,56994.24,0.0,0.0,50000,22797.7,125234.91,0.0,198032.61,0.0,2022,0.0
23970.64,18669.66,4885.79,415.19,50000,7467.86,34646.9,0.0,92114.76,0.0,2024,0.0
122793.31,112646.71,6071.23,4075.37,50000,45058.68,113259.06,0.0,208317.75,0.0,2023,0.0
110055.08,103187.91,6867.16,0.0,50000,41275.16,92332.89,10075.97,193684.03,0.0,2023,0.0
134692.81,134062.92,0.0,629.88,50000,53625.17,0.0,7931.48,111556.65,23136.16,2022,0.0
179772.18,179772.18,0.0,0.0,50000,71908.87,706.86,7259.21,129874.94,49897.24,2023,0.0
86068.47,86068.47,0.0,0.0,50000,34427.39,136254.79,11703.55,232385.72,0.0,2023,0.0
287181.53,287181.53,0.0,0.0,50000,100000.0,59957.93,0.0,209957.93,77223.6,2024,0.0
50315.42,50315.42,0.0,0.0,50000,20126.17,0.0,2809.65,72935.82,0.0,2023,0.0
36279.94,36279.94,0.0,0.0,50000,14511.98,112300.83,0.0,176812.8,0.0,2023,0.0
81640.33,81640.33,0.0,0.0,50000,32656.13,48855.33,21935.18,153446.65,0.0,2022,0.0
29726.53,22576.2,7150.33,0.0,50000,9030.48,35992.34,23212.69,118235.51,0.0,2024,0.0
119028.21,119028.21,0.0,0.0,50000,47611.29,99202.52,9217.57,206031.38,0.0,2024,0.0
208531.9,207558.21,0.0,973.68,50000,83023.29,120885.88,4788.03,258697.19,0.0,2024,0.0
49565.3,49565.3,0.0,0.0,50000,19826.12,0.0,0.0,69826.12,0.0,2024,0.0
37718.6,37718.6,0.0,0.0,50000,15087.44,100006.33,14644.46,179738.23,0.0,2022,0.0
145145.34,145145.34,0.0,0.0,50000,58058.14,129444.61,14770.4,252273.14,0.0,2024,0.0
27495.8,27495.8,0.0,0.0,50000,10998.32,0.0,5129.68,66128.0,0.0,2022,0.0
163612.37,163612.37,0.0,0.0,50000,65444.95,69532.71,0.0,184977.66,0.0,2023,0.0
82337.07,82337.07,0.0,0.0,50000,32934.83,101564.07,0.0,184498.9,0.0,2024,0.0
45918.38,42491.54,0.0,3426.85,50000,16996.61,54757.14,15579.31,137333.06,0.0,2022,0.0
38071.18,31500.34,6570.84,0.0,50000,12600.14,69009.62,823.7,132433.45,0.0,2022,0.0
184695.51,154649.47,0.0,30046.03,50000,61859.79,138483.56,0.0,250343.35,0.0,2024,0.0
29507.68,29507.68,0.0,0.0,50000,11803.07,41314.49,0.0,103117.56,0.0,2022,0.0
18613.63,12344.77,6268.86,0.0,50000,4937.91,0.0,4781.93,59719.84,0.0,2022,0.0
69358.19,69358.19,0.0,0.0,50000,27743.28,80105.42,0.0,157848.69,0.0,2023,0.0
71911.79,65309.89,6601.89,0.0,50000,26123.96,112850.28,0.0,188974.23,0.0,2024,0.0
478309.7,478309.7,0.0,0.0,50000,100000.0,0.0,0.0,150000.0,328309.7,2024,3756.73
80294.08,80294.08,0.0,0.0,50000,32117.63,6960.43,0.0,89078.07,0.0,2023,0.0
74406.24,74406.24,0.0,0.0,50000,29762.5,0.0,24059.13,103821.63,0.0,2023,0.0
92438.49,92438.49,0.0,0.0,50000,36975.39,0.0,18426.59,105401.98,0.0,2024,0.0
59780.38,58904.35,0.0,876.03,50000,23561.74,0.0,0.0,73561.74,0.0,2024,0.0
183991.34,180371.5,3619.84,0.0,50000,72148.6,0.0,0.0,122148.6,61842.74,2022,0.0
20707.17,18345.92,0.0,2361.25,50000,7338.37,70704.97,3623.31,131666.65,0.0,2023,0.0
153880.36,153880.36,0.0,0.0,50000,61552.15,121909.94,0.0,233462.08,0.0,2022,0.0
52708.64,51404.62,1304.02,0.0,50000,20561.85,131248.15,22877.08,224687.08,0.0,2024,0.0
13338.44,13338.44,0.0,0.0,50000,5335.38,0.0,4269.21,59604.58,0.0,2023,0.0
17908.75,14806.58,0.0,3102.17,50000,5922.63,0.0,13518.94,69441.57,0.0,2023,0.0
71956.31,55051.58,16904.73,0.0,50000,22020.63,81581.69,11835.87,165438.19,0.0,2023,0.0
76041.78,76041.78,0.0,0.0,50000,30416.71,0.0,14997.14,95413.86,0.0,2023,0.0
92250.02,92250.02,0.0,0.0,50000,36900.01,121862.05,0.0,208762.06,0.0,2023,0.0
81423.81,81423.81,0.0,0.0,50000,32569.53,147320.28,0.0,229889.8,0.0,2023,0.0
43353.78,38620.16,4733.62,0.0,50000,15448.06,48106.82,0.0,113554.89,0.0,2023,0.0
70793.4,70793.4,0.0,0.0,50000,28317.36,0.0,0.0,78317.36,0.0,2022,0.0
22101.62,22101.62,0.0,0.0,50000,8840.65,142263.77,0.0,201104.42,0.0,2022,0.0
78116.7,62596.81,15519.9,0.0,50000,25038.72,134368.93,0.0,209407.65,0.0,2022,0.0
56944.15,55833.9,1110.25,0.0,50000,22333.56,137059.12,0.0,209392.68,0.0,2022,0.0
12574.4,8177.48,4396.93,0.0,50000,3270.99,0.0,134.96,53405.95,0.0,2022,0.0
75145.1,73895.84,1249.27,0.0,50000,29558.33,29068.37,18453.77,127080.47,0.0,2024,0.0
69202.57,68405.3,0.0,797.27,50000,27362.12,12106.27,0.0,89468.39,0.0,2023,0.0
23704.7,23704.7,0.0,0.0,50000,9481.88,40166.15,11769.62,111417.65,0.0,2022,0.0
71113.96,66943.1,0.0,4170.86,50000,26777.24,107507.79,0.0,184285.03,0.0,2024,0.0
43113.23,43113.23,0.0,0.0,50000,17245.29,55981.11,14478.25,137704.64,0.0,2022,0.0
77173.1,77173.1,0.0,0.0,50000,30869.24,44750.66,4090.21,129710.11,0.0,2023,0.0
209307.43,208260.9,1046.53,0.0,50000,83304.36,148065.01,0.0,281369.37,0.0,2022,0.0
177013.17,155987.13,0.0,21026.04,50000,62394.85,27475.43,0.0,139870.28,37142.89,2023,0.0
56574.69,49555.12,7019.56,0.0,50000,19822.05,37485.26,17265.38,124572.69,0.0,2022,0.0
190142.63,190142.63,0.0,0.0,50000,76057.05,49910.12,2238.0,178205.18,11937.45,2022,0.0
29280.79,29280.79,0.0,0.0,50000,11712.31,45714.14,2147.76,109574.21,0.0,2022,0.0
101530.23,98922.2,2608.03,0.0,50000,39568.88,110134.17,22196.82,221899.87,0.0,2024,0.0
46746.75,45805.42,941.33,0.0,50000,18322.17,134511.98,5688.35,208522.5,0.0,2023,0.0
43948.19,43948.19,0.0,0.0,50000,17579.28,0.0,0.0,67579.28,0.0,2022,0.0
89229.26,86190.78,3038.47,0.0,50000,34476.31,40181.04,0.0,124657.35,0.0,2022,0.0
48029.1,48029.1,0.0,0.0,50000,19211.64,149444.52,0.0,218656.16,0.0,2022,0.0
49902.4,49902.4,0.0,0.0,50000,19960.96,0.0,0.0,69960.96,0.0,2023,0.0
25278.3,25278.3,0.0,0.0,50000,10111.32,87385.34,0.0,147496.66,0.0,2023,0.0
72075.12,66873.7,2099.3,3102.12,50000,26749.48,107467.95,21942.82,206160.25,0.0,2022,0.0
44486.51,29285.45,15201.06,0.0,50000,11714.18,75542.99,0.0,137257.17,0.0,2023,0.0
92671.17,92671.17,0.0,0.0,50000,37068.47,0.0,17036.5,104104.97,0.0,2022,0.0
46060.05,46060.05,0.0,0.0,50000,18424.02,0.0,2821.45,71245.48,0.0,2023,0.0
91838.87,82670.63,9168.24,0.0,50000,33068.25,0.0,15317.11,98385.36,0.0,2022,0.0
107461.38,107461.38,0.0,0.0,50000,42984.55,125390.32,11403.97,229778.84,0.0,2022,0.0
37015.75,37015.75,0.0,0.0,50000,14806.3,9182.5,0.0,73988.8,0.0,2023,0.0
16978.04,16978.04,0.0,0.0,50000,6791.22,85902.42,0.0,142693.64,0.0,2022,0.0
132608.1,31255.9,101352.21,0.0,50000,12502.36,121590.58,0.0,184092.94,0.0,2022,0.0
78874.06,77717.48,1156.58,0.0,50000,31086.99,109972.95,23784.91,214844.86,0.0,2023,0.0
26164.22,26164.22,0.0,0.0,50000,10465.69,0.0,15761.2,76226.89,0.0,2022,0.0
142875.89,26936.76,56835.02,59104.1,50000,10774.71,109601.85,0.0,170376.56,0.0,2022,0.0
108949.14,101613.05,7336.09,0.0,50000,40645.22,0.0,0.0,90645.22,18303.92,2023,0.0
153094.2,153094.2,0.0,0.0,50000,61237.68,26502.35,0.0,137740.03,15354.17,2022,0.0
99921.06,99921.06,0.0,0.0,50000,39968.42,0.0,0.0,89968.42,9952.63,2022,0.0
113023.03,113023.03,0.0,0.0,50000,45209.21,95781.56,23157.0,214147.77,0.0,2024,0.0
74490.77,74490.77,0.0,0.0,50000,29796.31,133453.11,22529.44,235778.86,0.0,2022,0.0
225742.95,225742.95,0.0,0.0,50000,90297.18,0.0,0.0,140297.18,85445.77,2023,0.0
25697.32,25697.32,0.0,0.0,50000,10278.93,39404.0,17228.58,116911.51,0.0,2022,0.0
63289.18,63289.18,0.0,0.0,50000,25315.67,133570.44,0.0,208886.11,0.0,2022,0.0
90507.1,90507.1,0.0,0.0,50000,36202.84,5754.23,0.0,91957.07,0.0,2022,0.0
213420.83,204086.39,0.0,9334.43,50000,81634.56,114731.82,8056.51,254422.89,0.0,2024,0.0
60286.34,60286.34,0.0,0.0,50000,24114.54,40034.89,0.0,114149.43,0.0,2024,0.0
390758.47,383388.15,0.0,7370.32,50000,100000.0,0.0,0.0,150000.0,240758.47,2022,0.0
24963.6,24963.6,0.0,0.0,50000,9985.44,132370.53,0.0,192355.97,0.0,2022,0.0
25504.92,25504.92,0.0,0.0,50000,10201.97,149502.49,0.0,209704.46,0.0,2024,0.0
226405.37,174438.21,51967.15,0.0,50000,69775.29,0.0,9168.8,128944.09,97461.28,2023,0.0
32448.31,32448.31,0.0,0.0,50000,12979.33,0.0,24638.1,87617.43,0.0,2023,0.0
28009.54,22675.58,5333.96,0.0,50000,9070.23,0.0,10538.86,69609.09,0.0,2023,0.0
269372.24,258654.55,10717.7,0.0,50000,100000.0,99790.93,15093.88,264884.8,4487.44,2022,0.0
74649.21,74649.21,0.0,0.0,50000,29859.68,6965.05,23035.48,109860.22,0.0,2022,0.0
171696.65,171696.65,0.0,0.0,50000,68678.66,100452.6,0.0,219131.26,0.0,2023,0.0
58355.15,54634.57,0.0,3720.58,50000,21853.83,106998.26,0.0,178852.09,0.0,2024,0.0
116001.96,116001.96,0.0,0.0,50000,46400.78,70496.77,0.0,166897.55,0.0,2024,0.0
80318.17,50350.16,29968.02,0.0,50000,20140.06,68325.25,21980.11,160445.42,0.0,2024,0.0
59085.76,59085.76,0.0,0.0,50000,23634.31,87213.73,0.0,160848.04,0.0,2022,0.0
272845.22,272053.33,0.0,791.89,50000,100000.0,0.0,5839.51,155839.51,117005.71,2022,0.0
45448.3,45448.3,0.0,0.0,50000,18179.32,126660.35,10380.34,205220.02,0.0,2022,0.0
403466.15,402381.66,1084.5,0.0,50000,100000.0,0.0,0.0,150000.0,253466.15,2023,174.25
20916.43,20916.43,0.0,0.0,50000,8366.57,0.0,0.0,58366.57,0.0,2022,0.0
12277.57,11779.18,0.0,498.39,50000,4711.67,0.0,13205.67,67917.34,0.0,2023,0.0
97877.18,97877.18,0.0,0.0,50000,39150.87,0.0,0.0,89150.87,8726.31,2023,0.0
55198.51,55198.51,0.0,0.0,50000,22079.41,129964.11,22819.68,224863.2,0.0,2024,0.0
30580.86,30580.86,0.0,0.0,50000,12232.35,63167.84,5783.72,131183.9,0.0,2023,0.0
53461.64,44954.43,8507.22,0.0,50000,17981.77,27440.3,24611.05,120033.12,0.0,2022,0.0
64253.32,64253.32,0.0,0.0,50000,25701.33,97083.34,1351.19,174135.86,0.0,2024,0.0
61240.28,61240.28,0.0,0.0,50000,24496.11,0.0,23624.18,98120.29,0.0,2022,0.0
25116.04,25116.04,0.0,0.0,50000,10046.42,73592.04,0.0,133638.45,0.0,2022,0.0
57609.49,57609.49,0.0,0.0,50000,23043.8,117253.06,0.0,190296.86,0.0,2024,0.0
75581.15,75581.15,0.0,0.0,50000,30232.46,0.0,13437.34,93669.8,0.0,2022,0.0
129635.8,129635.8,0.0,0.0,50000,51854.32,96536.43,10906.11,209296.87,0.0,2024,0.0
36903.98,36903.98,0.0,0.0,50000,14761.59,50580.31,3047.23,118389.13,0.0,2024,0.0
309499.35,286874.1,22152.21,473.05,50000,100000.0,11847.09,0.0,161847.09,147652.26,2023,0.0
63492.01,63492.01,0.0,0.0,50000,25396.81,5788.73,0.0,81185.54,0.0,2022,0.0
110584.52,100233.89,9746.56,604.07,50000,40093.56,40578.27,0.0,130671.82,0.0,2022,0.0
104327.59,101947.9,2379.69,0.0,50000,40779.16,0.0,0.0,90779.16,13548.43,2022,0.0
65895.76,49859.34,16036.41,0.0,50000,19943.74,144167.74,0.0,214111.48,0.0,2024,0.0
128362.0,121143.63,7218.37,0.0,50000,48457.45,14363.13,0.0,112820.58,15541.41,2022,0.0
135935.03,130975.59,4959.44,0.0,50000,52390.24,0.0,13053.16,115443.4,20491.63,2024,0.0
131403.82,127562.36,3841.46,0.0,50000,51024.94,37478.07,14728.91,153231.92,0.0,2023,0.0
46912.96,46912.96,0.0,0.0,50000,18765.18,120914.51,16055.24,205734.94,0.0,2024,0.0
47531.12,47531.12,0.0,0.0,50000,19012.45,121783.45,0.0,190795.89,0.0,2023,0.0
85260.15,35571.49,4824.91,44863.75,50000,14228.6,0.0,21754.92,85983.51,0.0,2022,0.0
99004.3,98628.62,0.0,375.68,50000,39451.45,0.0,10836.59,100288.04,0.0,2024,0.0
59238.9,59238.9,0.0,0.0,50000,23695.56,65338.37,18318.09,157352.02,0.0,2022,0.0
22552.26,22552.26,0.0,0.0,50000,9020.91,139653.9,0.0,198674.8,0.0,2024,0.0
49280.45,44615.57,4664.89,0.0,50000,17846.23,142590.96,0.0,210437.18,0.0,2023,0.0
151397.83,144175.69,0.0,7222.14,50000,57670.28,112235.06,6189.11,226094.45,0.0,2023,0.0
21730.73,21730.73,0.0,0.0,50000,8692.29,0.0,7630.36,66322.65,0.0,2024,0.0
59225.37,59225.37,0.0,0.0,50000,23690.15,124021.07,0.0,197711.21,0.0,2023,0.0
38466.24,32875.73,5590.51,0.0,50000,13150.29,78027.44,0.0,141177.73,0.0,2023,0.0
508302.16,494571.54,13730.61,0.0,50000,100000.0,18040.64,0.0,168040.64,340261.51,2024,4490.89
64060.42,62699.41,0.0,1361.02,50000,25079.76,117188.54,6040.06,198308.37,0.0,2024,0.0
96207.84,96207.84,0.0,0.0,50000,38483.13,106801.19,10057.37,205341.7,0.0,2022,0.0
56267.81,26549.88,0.0,29717.93,50000,10619.95,36046.85,0.0,96666.8,0.0,2022,0.0
28384.88,27462.25,0.0,922.63,50000,10984.9,1018.23,1724.75,63727.88,0.0,2022,0.0
37185.03,37185.03,0.0,0.0,50000,14874.01,20277.46,0.0,85151.47,0.0,2023,0.0
42240.67,42240.67,0.0,0.0,50000,16896.27,86579.96,4782.23,158258.46,0.0,2022,0.0
53561.46,53561.46,0.0,0.0,50000,21424.58,142026.38,21873.49,235324.45,0.0,2023,0.0
179642.63,179642.63,0.0,0.0,50000,71857.05,110010.28,0.0,231867.33,0.0,2024,0.0
109395.33,109395.33,0.0,0.0,50000,43758.13,0.0,112.61,93870.74,15524.59,2022,0.0
58301.19,12534.69,0.0,45766.5,50000,5013.88,0.0,0.0,55013.88,3287.32,2023,0.0
162374.19,162374.19,0.0,0.0,50000,64949.68,100170.93,9768.82,224889.43,0.0,2024,0.0
146352.29,140407.05,5945.24,0.0,50000,56162.82,119030.61,4586.45,229779.88,0.0,2022,0.0
187156.83,187156.83,0.0,0.0,50000,74862.73,10446.88,0.0,135309.61,51847.22,2024,0.0
79612.72,67202.19,11771.3,639.23,50000,26880.88,3770.96,0.0,80651.84,0.0,2022,0.0
97053.72,93983.82,0.0,3069.9,50000,37593.53,0.0,0.0,87593.53,9460.19,2022,0.0
163232.77,163232.77,0.0,0.0,50000,65293.11,31165.59,11985.39,158444.1,4788.67,2023,0.0
46658.09,27979.78,18678.32,0.0,50000,11191.91,50662.2,12713.47,124567.58,0.0,2022,0.0
51948.42,51948.42,0.0,0.0,50000,20779.37,0.0,1966.55,72745.92,0.0,2022,0.0
18631.45,11779.82,6851.63,0.0,50000,4711.93,0.0,18609.21,73321.13,0.0,2023,0.0
26288.25,26288.25,0.0,0.0,50000,10515.3,25498.47,15198.98,101212.75,0.0,2023,0.0
109353.48,71304.25,38049.23,0.0,50000,28521.7,0.0,0.0,78521.7,30831.78,2023,0.0
41117.47,41117.47,0.0,0.0,50000,16446.99,114385.67,0.0,180832.66,0.0,2022,0.0
61390.94,47076.43,12700.32,1614.19,50000,18830.57,68005.59,0.0,136836.16,0.0,2022,0.0
208230.1,206073.43,0.0,2156.67,50000,82429.37,111531.64,0.0,243961.01,0.0,2023,0.0
26830.09,26124.14,0.0,705.96,50000,10449.65,48596.89,0.0,109046.55,0.0,2022,0.0
104891.55,103976.26,0.0,915.29,50000,41590.51,0.0,0.0,91590.51,13301.05,2022,0.0
66061.16,66061.16,0.0,0.0,50000,26424.46,0.0,7925.02,84349.49,0.0,2024,0.0
143147.27,143147.27,0.0,0.0,50000,57258.91,36225.93,0.0,143484.84,0.0,2023,0.0
10937.19,10937.19,0.0,0.0,50000,4374.88,0.0,0.0,54374.88,0.0,2024,0.0
107180.6,80726.89,0.0,26453.71,50000,32290.75,38046.37,288.15,120625.28,0.0,2024,0.0
35423.89,32534.8,0.0,2889.09,50000,13013.92,28775.42,18192.66,109982.0,0.0,2024,0.0
71652.03,65142.8,6509.23,0.0,50000,26057.12,88153.52,24623.95,188834.59,0.0,2023,0.0
33108.69,31792.67,0.0,1316.02,50000,12717.07,0.0,16070.83,78787.9,0.0,2024,0.0
43193.03,43193.03,0.0,0.0,50000,17277.21,0.0,0.0,67277.21,0.0,2023,0.0
120865.91,119539.09,314.49,1012.34,50000,47815.64,25665.37,0.0,123481.01,0.0,2022,0.0
134597.88,73517.68,0.0,61080.2,50000,29407.07,73500.64,10487.84,163395.55,0.0,2022,0.0
63216.73,58622.74,1226.16,3367.83,50000,23449.1,0.0,11716.29,85165.39,0.0,2022,0.0
70873.51,70873.51,0.0,0.0,50000,28349.41,139048.27,0.0,217397.68,0.0,2022,0.0
102795.3,102795.3,0.0,0.0,50000,41118.12,27828.9,0.0,118947.02,0.0,2022,0.0
151989.34,147543.76,4445.58,0.0,50000,59017.5,24416.42,19846.08,153280.0,0.0,2022,0.0
158904.71,158445.79,458.92,0.0,50000,63378.32,0.0,0.0,113378.32,45526.39,2022,0.0
72605.81,72605.81,0.0,0.0,50000,29042.32,22826.19,7134.03,109002.55,0.0,2023,0.0
91498.19,91498.19,0.0,0.0,50000,36599.28,77045.01,0.0,163644.28,0.0,2024,0.0
17181.72,17181.72,0.0,0.0,50000,6872.69,25058.35,0.0,81931.04,0.0,2024,0.0
122605.88,119801.24,2804.64,0.0,50000,47920.5,118806.69,1979.66,218706.85,0.0,2022,0.0
26680.28,26680.28,0.0,0.0,50000,10672.11,29797.6,24982.91,115452.62,0.0,2023,0.0
34383.39,27897.87,0.0,6485.53,50000,11159.15,115263.16,0.0,176422.31,0.0,2024,0.0
36049.07,17946.11,18102.96,0.0,50000,7178.45,21754.91,0.0,78933.36,0.0,2024,0.0
23215.0,22162.39,1052.62,0.0,50000,8864.95,0.0,0.0,58864.95,0.0,2023,0.0
138603.4,138603.4,0.0,0.0,50000,55441.36,131623.39,22775.39,259840.14,0.0,2023,0.0
60296.59,60296.59,0.0,0.0,50000,24118.63,64574.04,6002.12,144694.79,0.0,2022,0.0
144051.27,128605.31,15445.95,0.0,50000,51442.13,90638.93,0.0,192081.05,0.0,2022,0.0
166533.23,166533.23,0.0,0.0,50000,66613.29,139080.97,0.0,255694.26,0.0,2023,0.0
36462.35,36462.35,0.0,0.0,50000,14584.94,55719.5,13429.23,133733.67,0.0,2024,0.0
90903.63,90903.63,0.0,0.0,50000,36361.45,134822.31,0.0,221183.76,0.0,2023,0.0
260776.69,245976.65,14800.04,0.0,50000,98390.66,0.0,0.0,148390.66,112386.03,2023,0.0
32406.22,24314.34,8091.88,0.0,50000,9725.74,59826.21,0.0,119551.95,0.0,2022,0.0
40620.84,40620.84,0.0,0.0,50000,16248.34,47348.04,5573.75,119170.13,0.0,2023,0.0
45123.81,42042.46,0.0,3081.35,50000,16816.99,888.61,1579.01,69284.61,0.0,2022,0.0
114181.76,114181.76,0.0,0.0,50000,45672.7,35588.15,12610.53,143871.38,0.0,2023,0.0
241218.38,232080.07,9138.32,0.0,50000,92832.03,0.0,0.0,142832.03,98386.36,2024,0.0
64297.79,64297.79,0.0,0.0,50000,25719.12,46987.61,0.0,122706.73,0.0,2024,0.0
66528.75,66528.75,0.0,0.0,50000,26611.5,32061.04,0.0,108672.54,0.0,2024,0.0
96403.11,93042.69,3360.42,0.0,50000,37217.07,147311.61,1999.56,236528.24,0.0,2024,0.0
31197.88,31197.88,0.0,0.0,50000,12479.15,77481.98,0.0,139961.13,0.0,2023,0.0
85807.51,85807.51,0.0,0.0,50000,34323.0,32004.46,18490.2,134817.66,0.0,2023,0.0
38672.45,38672.45,0.0,0.0,50000,15468.98,0.0,20102.73,85571.71,0.0,2023,0.0
75361.45,75361.45,0.0,0.0,50000,30144.58,0.0,926.3,81070.88,0.0,2023,0.0
101777.5,77213.53,24563.97,0.0,50000,30885.41,0.0,4088.88,84974.29,16803.21,2022,0.0
